source_system,source_ref,category,entity_type,plate,person_ref,severity,valid_from,valid_to,active,make,model,colour,owner_ref,rc_status,dl_no,holder_ref,dl_valid_to,fir_ref,police_station,wanted_status,subject_ref,note,provenance
NAFIS,SU-0012,suspect,person,,CASE/SU/2025/0012,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/810,Bopal PS,under_investigation,NAFIS-SUBJECT-00012,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0013,suspect,person,,CASE/SU/2026/0013,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/944,Maninagar PS,under_investigation,NAFIS-SUBJECT-00013,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0014,suspect,person,,CASE/SU/2025/0014,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/273,Vastrapur PS,under_investigation,NAFIS-SUBJECT-00014,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0015,suspect,person,,CASE/SU/2026/0015,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/332,Sabarmati PS,under_investigation,NAFIS-SUBJECT-00015,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0016,suspect,person,,CASE/SU/2025/0016,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/876,Bopal PS,under_investigation,NAFIS-SUBJECT-00016,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0017,suspect,person,,CASE/SU/2026/0017,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/165,Bopal PS,under_investigation,NAFIS-SUBJECT-00017,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0018,suspect,person,,CASE/SU/2025/0018,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/224,Ghatlodia PS,under_investigation,NAFIS-SUBJECT-00018,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0019,suspect,person,,CASE/SU/2026/0019,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/487,Ranip PS,under_investigation,NAFIS-SUBJECT-00019,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0020,suspect,person,,CASE/SU/2025/0020,low,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2025/256,Maninagar PS,under_investigation,NAFIS-SUBJECT-00020,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0021,suspect,person,,CASE/SU/2026/0021,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/735,Naroda PS,under_investigation,NAFIS-SUBJECT-00021,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0022,suspect,person,,CASE/SU/2025/0022,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/195,Maninagar PS,under_investigation,NAFIS-SUBJECT-00022,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0023,suspect,person,,CASE/SU/2026/0023,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/166,Bopal PS,under_investigation,NAFIS-SUBJECT-00023,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0024,suspect,person,,CASE/SU/2025/0024,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/512,Naroda PS,under_investigation,NAFIS-SUBJECT-00024,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0025,suspect,person,,CASE/SU/2026/0025,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/745,Naroda PS,under_investigation,NAFIS-SUBJECT-00025,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0026,suspect,person,,CASE/SU/2025/0026,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/928,Navrangpura PS,under_investigation,NAFIS-SUBJECT-00026,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
SARTHI,DL-0001,suspect,person,,CASE/DL/2026/0001,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ12 20178334154,SARTHI-HOLDER-00001,2028-02-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0002,suspect,person,,CASE/DL/2026/0002,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ17 20244878236,SARTHI-HOLDER-00002,2029-03-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0003,suspect,person,,CASE/DL/2026/0003,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ12 20214390573,SARTHI-HOLDER-00003,2030-04-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0004,suspect,person,,CASE/DL/2026/0004,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ37 20227258778,SARTHI-HOLDER-00004,2027-05-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0005,suspect,person,,CASE/DL/2026/0005,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ30 20158115448,SARTHI-HOLDER-00005,2028-06-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0006,suspect,person,,CASE/DL/2026/0006,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ23 20171207997,SARTHI-HOLDER-00006,2029-07-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0007,suspect,person,,CASE/DL/2026/0007,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ09 20217226308,SARTHI-HOLDER-00007,2030-08-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0008,suspect,person,,CASE/DL/2026/0008,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ37 20156759890,SARTHI-HOLDER-00008,2027-09-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0009,suspect,person,,CASE/DL/2026/0009,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ14 20218422572,SARTHI-HOLDER-00009,2028-01-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0010,suspect,person,,CASE/DL/2026/0010,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ17 20151992829,SARTHI-HOLDER-00010,2029-02-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0011,suspect,person,,CASE/DL/2026/0011,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ10 20208956980,SARTHI-HOLDER-00011,2030-03-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
SARTHI,DL-0012,suspect,person,,CASE/DL/2026/0012,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,GJ10 20185007166,SARTHI-HOLDER-00012,2027-04-15,,,licence_flagged,,"synthetic driving-licence flag — holder held as a reference, never a name",synthetic
eGujCop,ESTATE-GT-GJ12EC7928,stolen_vehicle,vehicle,GJ12EC7928,,high,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,FIR/2026/901,Vastrapur PS,stolen,,"ESTATE GROUND TRUTH — this registration genuinely appears on sandbox feed cam30 (day_cam30_042_00): hand-labelled ground truth, 76 px daylight plate — fixtures/plate-eval/labels.json. The watchlist *status* is synthetic; the plate is not.",estate-groundtruth
eGujCop,ESTATE-GT-GJ32D0107,stolen_vehicle,vehicle,GJ32D0107,,high,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,FIR/2026/902,Vastrapur PS,stolen,,"ESTATE GROUND TRUTH — this registration genuinely appears on sandbox feed cam07 (night_cam07_111_02): hand-labelled ground truth, 56 px streetlit plate — fixtures/plate-eval/labels.json. The watchlist *status* is synthetic; the plate is not.",estate-groundtruth
eGujCop,ESTATE-GT-GJ35U0779,stolen_vehicle,vehicle,GJ35U0779,,high,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,FIR/2026/903,Vastrapur PS,stolen,,"ESTATE GROUND TRUTH — this registration genuinely appears on sandbox feed cam07 (night_cam07_102_02): hand-labelled ground truth, 52 px streetlit plate — fixtures/plate-eval/labels.json. The watchlist *status* is synthetic; the plate is not.",estate-groundtruth
eGujCop,ESTATE-GT-RJ39CA5180,stolen_vehicle,vehicle,RJ39CA5180,,high,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,FIR/2026/904,Vastrapur PS,stolen,,ESTATE GROUND TRUTH — this registration genuinely appears on sandbox feed cam21 (d0-01-recon): human-legible in the D0-01 recon frame — docs/anpr-accuracy.md §7. The watchlist *status* is synthetic; the plate is not.,estate-groundtruth
manual,ESTATE-OCR-GJ3266416,blacklisted_vehicle,vehicle,GJ3266416,,low,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,,,watch_only,,"SELECTED FROM MEASURED ANPR OUTPUT, NOT FROM A VEHICLE REGISTRY — the live run emitted 'GJ3266416' at confidence 0.449 on cam07 (docs/anpr-accuracy.md §8). Seeded so D2-06 can fire a real end-to-end alert against the real estate. Several of these are fragments, not registrations.",estate-ocr-output
manual,ESTATE-OCR-AAM412,blacklisted_vehicle,vehicle,AAM412,,low,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,,,watch_only,,"SELECTED FROM MEASURED ANPR OUTPUT, NOT FROM A VEHICLE REGISTRY — the live run emitted 'AAM412' at confidence 0.503 on cam-unattributed (docs/anpr-accuracy.md §8). Seeded so D2-06 can fire a real end-to-end alert against the real estate. Several of these are fragments, not registrations.",estate-ocr-output
manual,ESTATE-OCR-44671,blacklisted_vehicle,vehicle,44671,,low,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,,,watch_only,,"SELECTED FROM MEASURED ANPR OUTPUT, NOT FROM A VEHICLE REGISTRY — the live run emitted '44671' at confidence 0.732 on cam08 (docs/anpr-accuracy.md §8). Seeded so D2-06 can fire a real end-to-end alert against the real estate. Several of these are fragments, not registrations.",estate-ocr-output
manual,ESTATE-OCR-1118R,blacklisted_vehicle,vehicle,1118R,,low,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,,,watch_only,,"SELECTED FROM MEASURED ANPR OUTPUT, NOT FROM A VEHICLE REGISTRY — the live run emitted '1118R' at confidence 0.627 on cam-unattributed (docs/anpr-accuracy.md §8). Seeded so D2-06 can fire a real end-to-end alert against the real estate. Several of these are fragments, not registrations.",estate-ocr-output
manual,ESTATE-OCR-46101,blacklisted_vehicle,vehicle,46101,,low,2026-01-01T00:00:00Z,,true,,,,,unknown,,,,,,watch_only,,"SELECTED FROM MEASURED ANPR OUTPUT, NOT FROM A VEHICLE REGISTRY — the live run emitted '46101' at confidence 0.56 on cam-unattributed (docs/anpr-accuracy.md §8). Seeded so D2-06 can fire a real end-to-end alert against the real estate. Several of these are fragments, not registrations.",estate-ocr-output
manual,SEED-VALIDITY-EXPIRED,stolen_vehicle,vehicle,GJ01XX0001,,critical,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,active,,,,,,,,"validity fixture: window closed 2026-06-01, must never produce a hit after it",validity-fixture
manual,SEED-VALIDITY-OPEN,stolen_vehicle,vehicle,GJ01XX0002,,critical,2026-01-01T00:00:00Z,,true,,,,,active,,,,,,,,"validity fixture: open-ended window, the control for SEED-VALIDITY-EXPIRED",validity-fixture
